graph,order,size,batch_deletions_size,batch_insertions_size,batch_size,batch_fraction,num_threads,seqsta-s,ompsta-s,ompnai-s,ompdel-s,ompfro-s,seqsta-m,ompsta-m,ompnai-m,ompdel-m,ompfro-m
sk-2005,5.06E+07,3.80E+09,0.00E+00,3.80E+06,3.80E+06,1.00E-03,1,1,1,1,1,1,0.975797881,0.975797881,0.9696606462,0.9696606462,0.9696593002
sk-2005,5.06E+07,3.80E+09,0.00E+00,3.80E+06,3.80E+06,1.00E-03,2,1,1.746144334,1.892375315,1.7379703,1.453617289,0.975797881,0.9762928144,0.9696606462,0.9696606462,0.9696593002
sk-2005,5.06E+07,3.80E+09,0.00E+00,3.80E+06,3.80E+06,1.00E-03,4,1,2.55530975,2.838684316,2.801558898,2.564026138,0.975797881,0.9761657378,0.9696606462,0.9696606462,0.9696593002
sk-2005,5.06E+07,3.80E+09,0.00E+00,3.80E+06,3.80E+06,1.00E-03,8,1,4.105021208,5.895887016,5.757727539,4.594887659,0.975797881,0.9761370714,0.9696606462,0.9696606462,0.9696593002
sk-2005,5.06E+07,3.80E+09,0.00E+00,3.80E+06,3.80E+06,1.00E-03,16,1,5.706146373,10.51872437,10.94149677,7.534693089,0.975797881,0.975370665,0.9696606462,0.9696606462,0.9696593002
sk-2005,5.06E+07,3.80E+09,0.00E+00,3.80E+06,3.80E+06,1.00E-03,32,1,6.088323116,13.6010526,13.96410397,10.57678945,0.975797881,0.9761968288,0.9696606464,0.9696606464,0.9696593002
sk-2005,5.06E+07,3.80E+09,0.00E+00,3.80E+06,3.80E+06,1.00E-03,64,1,6.11906895,13.70595916,13.92372326,11.68115272,0.975797881,0.976042149,0.9696606464,0.9696606464,0.9696593002
sk-2005,5.06E+07,3.80E+09,0.00E+00,3.80E+06,3.80E+06,1.00E-03,128,1,6.403784577,13.07415349,13.33267156,10.55364606,0.975797881,0.9754864858,0.9696606462,0.9696606462,0.9696593002
