graph,order,size,batch_deletions_size,batch_insertions_size,batch_size,batch_fraction,num_threads,seqsta-s,ompsta-s,ompnai-s,ompdel-s,ompfro-s,seqsta-m,ompsta-m,ompnai-m,ompdel-m,ompfro-m
arabic-2005,2.27E+07,1.21E+09,0.00E+00,1.21E+06,1.21E+06,1.00E-03,1,1,1,1,1,1,0.9888125506,0.9888125506,0.9878103798,0.9878103798,0.9878097114
arabic-2005,2.27E+07,1.21E+09,0.00E+00,1.21E+06,1.21E+06,1.00E-03,2,1,1.75225124,1.749861995,1.732145728,1.382285894,0.9888125506,0.9889839464,0.9878103798,0.9878103798,0.9878097114
arabic-2005,2.27E+07,1.21E+09,0.00E+00,1.21E+06,1.21E+06,1.00E-03,4,1,2.664017322,3.232531963,2.726472005,2.065101565,0.9888125506,0.988709078,0.9878103802,0.9878103798,0.9878097118
arabic-2005,2.27E+07,1.21E+09,0.00E+00,1.21E+06,1.21E+06,1.00E-03,8,1,3.698088758,5.418761793,5.316540121,4.369211554,0.9888125506,0.9889401866,0.9878103798,0.9878103798,0.9878097114
arabic-2005,2.27E+07,1.21E+09,0.00E+00,1.21E+06,1.21E+06,1.00E-03,16,1,5.284348148,9.782578316,9.590839914,7.222881042,0.9888125506,0.9886771518,0.9878103798,0.9878103798,0.9878097114
arabic-2005,2.27E+07,1.21E+09,0.00E+00,1.21E+06,1.21E+06,1.00E-03,32,1,5.950002165,13.23872188,13.34349407,9.205384252,0.9888125506,0.9888914314,0.9878103798,0.9878103798,0.9878097114
arabic-2005,2.27E+07,1.21E+09,0.00E+00,1.21E+06,1.21E+06,1.00E-03,64,1,6.033760576,13.27690849,13.278246,10.31473501,0.9888125506,0.988650869,0.9878103798,0.9878103798,0.9878097114
arabic-2005,2.27E+07,1.21E+09,0.00E+00,1.21E+06,1.21E+06,1.00E-03,128,1,5.680121074,13.38639895,13.46289653,8.85986103,0.9888125506,0.987757226,0.9878103798,0.9878103798,0.9878097114
