graph,order,size,batch_deletions_size,batch_insertions_size,batch_size,batch_fraction,num_threads,seqsta-s,ompsta-s,ompnai-s,ompdel-s,ompfro-s,seqsta-m,ompsta-m,ompnai-m,ompdel-m,ompfro-m
kmer_V1r,2.14E+08,4.65E+08,0.00E+00,4.65E+05,4.65E+05,1.00E-03,1,1,1,1,1,1,0.9481933688,0.9481933688,0.9477623118,0.9477623118,0.9476379682
kmer_V1r,2.14E+08,4.65E+08,0.00E+00,4.65E+05,4.65E+05,1.00E-03,2,1,1.24842109,1.147181042,1.053775061,0.6991388024,0.9481933688,0.948145265,0.9477615164,0.9477615232,0.9476379682
kmer_V1r,2.14E+08,4.65E+08,0.00E+00,4.65E+05,4.65E+05,1.00E-03,4,1,1.595109265,1.440549511,1.355972013,1.303398735,0.9481933688,0.948174762,0.947766877,0.9477679418,0.9476379682
kmer_V1r,2.14E+08,4.65E+08,0.00E+00,4.65E+05,4.65E+05,1.00E-03,8,1,2.208355247,2.392710383,2.714193591,1.874490504,0.9481933688,0.9481555316,0.9477692494,0.947767325,0.9476379682
kmer_V1r,2.14E+08,4.65E+08,0.00E+00,4.65E+05,4.65E+05,1.00E-03,16,1,3.323866027,4.672207572,4.482577509,2.541155378,0.9481933688,0.9482036446,0.9478066644,0.9478068382,0.9476379708
kmer_V1r,2.14E+08,4.65E+08,0.00E+00,4.65E+05,4.65E+05,1.00E-03,32,1,4.204344522,5.342512223,5.030410444,3.281861489,0.9481933688,0.9479063932,0.9478048118,0.9478096184,0.9476379496
kmer_V1r,2.14E+08,4.65E+08,0.00E+00,4.65E+05,4.65E+05,1.00E-03,64,1,4.405425478,6.891739831,6.621937445,3.691516161,0.9481933688,0.9479155226,0.9478061234,0.9478048634,0.9476379496
kmer_V1r,2.14E+08,4.65E+08,0.00E+00,4.65E+05,4.65E+05,1.00E-03,128,1,4.93295603,7.357621689,7.378920239,3.857107805,0.9481933688,0.9479076532,0.947803665,0.94780284,0.9476379494
