graph,order,size,batch_deletions_size,batch_insertions_size,batch_size,batch_fraction,num_threads,seqsta-s,ompsta-s,ompnai-s,ompdel-s,ompfro-s,seqsta-m,ompsta-m,ompnai-m,ompdel-m,ompfro-m
uk-2005,3.95E+07,1.73E+09,0.00E+00,1.73E+06,1.73E+06,1.00E-03,1,1,1,1,1,1,0.9810945608,0.9810945608,0.9792529374,0.9792529374,0.979254742
uk-2005,3.95E+07,1.73E+09,0.00E+00,1.73E+06,1.73E+06,1.00E-03,2,1,1.542465221,1.494538167,1.719310845,1.702232458,0.9810945608,0.9810992242,0.9792529374,0.9792529374,0.9792547762
uk-2005,3.95E+07,1.73E+09,0.00E+00,1.73E+06,1.73E+06,1.00E-03,4,1,2.323088392,2.646291233,2.66984245,2.679518391,0.9810945608,0.981087679,0.9792529374,0.9792529374,0.9792547606
uk-2005,3.95E+07,1.73E+09,0.00E+00,1.73E+06,1.73E+06,1.00E-03,8,1,3.319240947,4.853589071,4.834301468,3.424730274,0.9810945608,0.9811140014,0.9792529374,0.9792529374,0.9792547632
uk-2005,3.95E+07,1.73E+09,0.00E+00,1.73E+06,1.73E+06,1.00E-03,16,1,4.449079537,7.458686106,7.879606252,7.437584928,0.9810945608,0.9811276974,0.9792529374,0.9792529374,0.9792547762
uk-2005,3.95E+07,1.73E+09,0.00E+00,1.73E+06,1.73E+06,1.00E-03,32,1,4.889173687,10.23282277,10.7244779,10.46604651,0.9810945608,0.9806901408,0.9792529374,0.9792530084,0.9792547768
uk-2005,3.95E+07,1.73E+09,0.00E+00,1.73E+06,1.73E+06,1.00E-03,64,1,5.120148893,11.13657011,11.6239303,11.61493462,0.9810945608,0.9802484246,0.979252939,0.97925308,0.9792547768
uk-2005,3.95E+07,1.73E+09,0.00E+00,1.73E+06,1.73E+06,1.00E-03,128,1,4.7137457,10.75363098,10.66731094,10.44176334,0.9810945608,0.98030282,0.9792529402,0.979253082,0.979254766
