graph,order,size,batch_deletions_size,batch_insertions_size,batch_size,batch_fraction,num_threads,seqsta-s,ompsta-s,ompnai-s,ompdel-s,ompfro-s,seqsta-m,ompsta-m,ompnai-m,ompdel-m,ompfro-m
webbase-2001,1.18E+08,1.89E+09,0.00E+00,1.89E+06,1.89E+06,1.00E-03,1,1,1,1,1,1,0.9825589514,0.9825589514,0.9789143038,0.978914312,0.9788234538
webbase-2001,1.18E+08,1.89E+09,0.00E+00,1.89E+06,1.89E+06,1.00E-03,2,1,1.276986867,1.327541697,1.465650461,1.415961268,0.9825589514,0.9825007294,0.9789142912,0.9789142968,0.9788237114
webbase-2001,1.18E+08,1.89E+09,0.00E+00,1.89E+06,1.89E+06,1.00E-03,4,1,1.632940641,2.231129962,2.565535586,1.971310832,0.9825589514,0.982526258,0.9789144786,0.9789143746,0.9788243102
webbase-2001,1.18E+08,1.89E+09,0.00E+00,1.89E+06,1.89E+06,1.00E-03,8,1,2.030080506,3.828882875,4.235234508,2.860290029,0.9825589514,0.9825131952,0.9789149778,0.9789145806,0.978823787
webbase-2001,1.18E+08,1.89E+09,0.00E+00,1.89E+06,1.89E+06,1.00E-03,16,1,2.317334583,8.067603862,8.133677871,5.53214632,0.9825589514,0.9824997562,0.9789157288,0.9789158578,0.9788242726
webbase-2001,1.18E+08,1.89E+09,0.00E+00,1.89E+06,1.89E+06,1.00E-03,32,1,2.526097038,9.546613697,10.70725875,7.315282764,0.9825589514,0.9824111758,0.9789165566,0.9789165542,0.9788252486
webbase-2001,1.18E+08,1.89E+09,0.00E+00,1.89E+06,1.89E+06,1.00E-03,64,1,2.523648224,12.61627054,11.97326161,8.563775789,0.9825589514,0.9820682146,0.9789167666,0.9789168036,0.9788249094
webbase-2001,1.18E+08,1.89E+09,0.00E+00,1.89E+06,1.89E+06,1.00E-03,128,1,2.030728659,12.76907895,12.35148669,7.560617742,0.9825589514,0.9816103464,0.9789169656,0.9789169914,0.9788255562
