graph,batch_deletions_fraction,batch_insertions_fraction,batch_fraction,lousta-t,raksta-t,loufro-t,rakfro-t,hybfro-t,lousta-m,raksta-m,loufro-m,rakfro-m,hybfro-m
com-Orkut,0.00000005,0.00000005,0.0000001,2530.34,439.08,141,4.2,1.9,0.658101059,0.4601139978,0.6632949788,0.4610444424,0.6632949722
com-Orkut,0.0000005,0.0000005,0.000001,2451.8,466.96,135.22,2.44,1.66,0.6580309072,0.4668648862,0.663294783,0.4610440606,0.6632938924
com-Orkut,0.000005,0.000005,0.00001,2468.6,465.62,120.82,10.44,12.56,0.6571113128,0.4646784896,0.6633440574,0.4623216544,0.6625189998
com-Orkut,0.00005,0.00005,0.0001,2266.96,354.58,127.34,16.22,25.68,0.6590542816,0.4614029098,0.6641610772,0.4648274252,0.6621446452
com-Orkut,0.0005,0.0005,0.001,2099.56,320.96,137.92,24.3,35.2,0.657186865,0.4607757742,0.664669314,0.4654092712,0.6623875606
com-Orkut,0.005,0.005,0.01,2290.76,555.52,213.84,79.62,94.38,0.6555581436,0.470503047,0.6626358934,0.46452662,0.6597191084
com-Orkut,0.05,0.05,0.1,3560.32,668.2,309.06,307.6,437.34,0.6168226354,0.4388113922,0.6346216566,0.4450413638,0.629860815
