graph,order,size,batch_deletions_size,batch_insertions_size,batch_size,batch_fraction,ompstal-t,ompstar-t,ompstars-t,ompfrol-t,ompfror-t,ompfrors-t,ompfrolr-t,ompfrolrs-t,ompstal-m,ompstar-m,ompstars-m,ompfrol-m,ompfror-m,ompfrors-m,ompfrolr-m,ompfrolrs-m
uk-2002,18520486,566785284,28,28,56,0.0000001,5308.56,525.74,527.52,134.02,8.44,7.74,10.1,7.88,0.990203753,0.9522936858,0.953930216,0.9894197498,0.9521089016,0.95396147,0.9903116234,0.990311623
uk-2002,18520486,566785284,282,282,564,0.000001,5494.94,446.8,457.14,120.26,9.84,9.66,8.94,8.32,0.9902466274,0.9521414786,0.953633089,0.9894193208,0.952114055,0.9539654638,0.9903112362,0.990311456
uk-2002,18520486,566785284,2832,2832,5664,0.00001,5889.68,405.16,413.6,120.84,10.16,9.6,8.26,7.02,0.9902679188,0.9521061338,0.9537662644,0.9894334378,0.9522032562,0.9540600042,0.9903257248,0.990325396
uk-2002,18520486,566785284,28340,28340,56680,0.0001,10185.64,430.86,432.04,123.16,14.32,14.96,10.68,11.56,0.989398879,0.9521944066,0.9533542744,0.989441431,0.952466696,0.9542253046,0.990330011,0.9903289124
uk-2002,18520486,566785284,283400,283400,566800,0.001,10629.16,391.14,415.4,137.62,47.34,40.08,28.26,29.88,0.987388925,0.9503659792,0.951187318,0.9889299682,0.9517045144,0.9533592244,0.9897710046,0.9897679734
uk-2002,18520486,566785284,2834000,2834000,5668000,0.01,11609.78,447.4,418.94,195.68,172,181.72,157.48,158.12,0.978155041,0.9411385512,0.9433900848,0.9841621478,0.9463924782,0.9483353286,0.9844655352,0.9844680872
uk-2002,18520486,566785284,28340000,28340000,56680000,0.1,14345.84,1537.24,1528.52,490.66,1472.48,1418.96,1208.28,1190.22,0.8725514658,0.8933719578,0.8957116082,0.934811845,0.898181366,0.90060357,0.930250736,0.9305949332
