graph,order,size,batch_deletions_size,batch_insertions_size,batch_size,batch_fraction,ompstal-t,ompstar-t,ompstars-t,ompfrol-t,ompfror-t,ompfrors-t,ompfrolr-t,ompfrolrs-t,ompstal-m,ompstar-m,ompstars-m,ompfrol-m,ompfror-m,ompfrors-m,ompfrolr-m,ompfrolrs-m
indochina-2004,7414866,341157189,16,16,32,0.0000001,4312.68,854.26,838.74,165.4,8.54,6.28,5.78,4.64,0.9487934706,0.9181944372,0.9152728664,0.9465325884,0.919513755,0.914764597,0.9487778794,0.9487778796
indochina-2004,7414866,341157189,170,170,340,0.000001,4301.02,827.98,808.42,129.2,4.18,8,3.88,3.74,0.9488236218,0.9166892318,0.914498916,0.9465215058,0.9195361262,0.9147886558,0.948754706,0.9487547072
indochina-2004,7414866,341157189,1704,1704,3408,0.00001,5007,780.66,757.9,125.42,6.06,5.82,4.64,4.82,0.9487247398,0.9156341094,0.9136309088,0.9463879604,0.9196291754,0.9148744118,0.948617799,0.9486168604
indochina-2004,7414866,341157189,17060,17060,34120,0.0001,5144.2,756.3,757.8,117.22,15.62,17.96,8.96,9.2,0.9477113526,0.9147198962,0.9117564056,0.9455265212,0.9188651864,0.9142246716,0.94772653,0.9477265594
indochina-2004,7414866,341157189,170600,170600,341200,0.001,5375.64,774.14,754.8,138.46,23.44,23.9,21.36,20.76,0.9458429804,0.911330128,0.9087259628,0.9438409044,0.9168184012,0.912194645,0.9460354912,0.9460374828
indochina-2004,7414866,341157189,1706000,1706000,3412000,0.01,6157.16,748.42,749.38,236.14,134.56,132.58,127.8,126.64,0.9357880906,0.9072657004,0.9058612046,0.9434194878,0.9161748302,0.9117698176,0.9450949486,0.9450972882
indochina-2004,7414866,341157189,17060000,17060000,34120000,0.1,6369.54,1175.8,1171.02,459.44,930.28,928.92,951.66,940.82,0.8850421428,0.866005489,0.8663850326,0.897079683,0.8726642392,0.8693672284,0.8968443774,0.8971449
