graph,batch_deletions_fraction,batch_insertions_fraction,batch_fraction,lousta-t,raksta-t,loufro-t,rakfro-t,hybfro-t,lousta-m,raksta-m,loufro-m,rakfro-m,hybfro-m
europe_osm,0.00000005,0.00000005,0.0000001,3482.25,373.2,197.9,27.55,20.1,0.99893207,0.94076001,0.998932493,0.940763586,0.998932493
europe_osm,0.0000005,0.0000005,0.000001,3327.6,291.55,159.85,19.7,23.1,0.998931322,0.9407496355,0.998932031,0.940763179,0.998932031
europe_osm,0.000005,0.000005,0.00001,3507.55,380,159.15,21.7,18.9,0.998924826,0.940754939,0.998927535,0.9407593865,0.998927536
europe_osm,0.00005,0.00005,0.0001,3597.95,267.6,163.35,22.45,21.15,0.9988576815,0.9406747095,0.9988826365,0.9407218135,0.9988826375
europe_osm,0.0005,0.0005,0.001,3496.1,278.95,173.45,28.55,27.15,0.9982099085,0.9401374145,0.99843337,0.940341918,0.998433413
europe_osm,0.005,0.005,0.01,3535.6,388.75,216.05,60.35,56.55,0.9930965955,0.9350243505,0.993950117,0.9365556985,0.9939522615
europe_osm,0.05,0.05,0.1,4786.15,733.5,293.35,164.25,98.4,0.9600570765,0.8947537405,0.950240404,0.899831612,0.9504140655
