graph,num_threads,lousta-t,raksta-t,loufro-t,rakfro-t,hybfro-t,lousta-t1,raksta-t1,loufro-t1,rakfro-t1,hybfro-t1,lousta-m,raksta-m,loufro-m,rakfro-m,hybfro-m
webbase-2001,1,81825.8,37316.72,6452.7,2320.24,2001.38,81825.8,37316.72,6452.7,2320.24,2001.38,0.982973568,0.935041054,0.9830344926,0.9310052594,0.983045497
webbase-2001,2,48282.86,25207.6,5045.12,1819.32,1339.52,81825.8,37316.72,6452.7,2320.24,2001.38,0.9829853806,0.9317432212,0.9830342134,0.9309611296,0.9830451434
webbase-2001,4,26425.04,11072.14,3363.42,966.76,843.1,81825.8,37316.72,6452.7,2320.24,2001.38,0.982957454,0.9307550018,0.983034302,0.9309568754,0.9830452554
webbase-2001,8,13994.64,5846.3,1363.68,490.9,452.04,81825.8,37316.72,6452.7,2320.24,2001.38,0.9829865616,0.9303157264,0.983034274,0.930955899,0.9830452014
webbase-2001,16,8244.64,3411.64,1201,378.16,234.04,81825.8,37316.72,6452.7,2320.24,2001.38,0.9829783778,0.9303924482,0.983034229,0.930954972,0.9830451428
webbase-2001,32,6407.86,2125.32,948.46,329.86,249.98,81825.8,37316.72,6452.7,2320.24,2001.38,0.9829935574,0.9305323284,0.9830341258,0.9309547194,0.98304497
webbase-2001,64,6777.66,1940.28,837.24,241.66,189.74,81825.8,37316.72,6452.7,2320.24,2001.38,0.9827759958,0.9304694388,0.983033914,0.9309544082,0.9830447254
webbase-2001,128,6471.32,2203.88,1023.04,211.56,166.58,81825.8,37316.72,6452.7,2320.24,2001.38,0.9824883546,0.9303799328,0.983033525,0.9309546478,0.9830446168
