graph,num_threads,lousta-t,raksta-t,loufro-t,rakfro-t,hybfro-t,lousta-t1,raksta-t1,loufro-t1,rakfro-t1,hybfro-t1
kmer_A2a,1,211310.46,23281.24,455.14,505.82,444.04,211310.46,23281.24,455.14,505.82,444.04
kmer_A2a,2,134751.7,14487.24,371.72,322.88,286.4,211310.46,23281.24,455.14,505.82,444.04
kmer_A2a,4,71407.76,7801.84,247,182.36,163.4,211310.46,23281.24,455.14,505.82,444.04
kmer_A2a,8,38700.48,4900.14,194.4,118.14,106.28,211310.46,23281.24,455.14,505.82,444.04
kmer_A2a,16,24860.66,3725.94,169.36,78.2,91.86,211310.46,23281.24,455.14,505.82,444.04
kmer_A2a,32,20371.88,3181.36,162.42,56.56,58.48,211310.46,23281.24,455.14,505.82,444.04
kmer_A2a,64,18384.96,2655.4,153.16,62.78,55.66,211310.46,23281.24,455.14,505.82,444.04
