graph,batch_deletions_fraction,batch_insertions_fraction,batch_fraction,lousta-t,lounai-t,loudel-t,loufro-t,lousta-m,lounai-m,loudel-m,loufro-m
uk-2005,0,0.0000001,0.0000001,4684.2,1044.24,411.34,137.56,0.9820774016,0.9820242232,0.981937996,0.981920838
uk-2005,0,0.000001,0.000001,4580.84,1096.8,502,144.3,0.9820798964,0.9820237546,0.9819835824,0.9819203898
uk-2005,0,0.00001,0.00001,4494.94,1005.3,616.18,140.48,0.982073904,0.9820191142,0.9820139834,0.981915757
uk-2005,0,0.0001,0.0001,4636.7,1047.88,660.38,147.02,0.9820240796,0.9819726296,0.9819724834,0.9818706394
uk-2005,0,0.001,0.001,4945.7,1103.98,726.6,189.18,0.9815706096,0.9815085592,0.9815085546,0.9814165686
uk-2005,0,0.01,0.01,6680.84,1250.6,1230.94,517.24,0.976996329,0.976903714,0.976903634,0.9768420692
uk-2005,0,0.1,0.1,16114.38,1734.8,4595.26,2568.72,0.9342535066,0.9339567116,0.9339540608,0.9339485244
