graph,batch_deletions_fraction,batch_insertions_fraction,batch_fraction,lousta-t,lounai-t,loudel-t,loufro-t,lousta-m,lounai-m,loudel-m,loufro-m
kmer_V1r,0,0.0000001,0.0000001,23822.02,2462.22,2100.84,1744.56,0.94723928,0.945117214,0.9444414368,0.9430735662
kmer_V1r,0,0.000001,0.000001,23352.5,2505.38,2175.12,1743.22,0.946326803,0.9451167678,0.9449505262,0.9430731338
kmer_V1r,0,0.00001,0.00001,23232.5,2554.26,2404.2,1716.4,0.9470079116,0.9451124034,0.9450760198,0.9430688296
kmer_V1r,0,0.0001,0.0001,23513.48,2758.34,2410.2,1699,0.9463748166,0.945068862,0.9450651328,0.943025733
kmer_V1r,0,0.001,0.001,23692.66,2633.26,2390.26,1754.68,0.9463398816,0.9446330556,0.9446330696,0.9425946718
kmer_V1r,0,0.01,0.01,24225.38,2644.12,2490.52,1918.46,0.940455847,0.9402985182,0.9402985454,0.938306182
kmer_V1r,0,0.1,0.1,39801.16,2825.46,3601.66,2558.92,0.8917284014,0.899021983,0.8990220274,0.8974342604
