graph,order,size,batch_deletions_size,batch_insertions_size,batch_size,batch_fraction,num_threads,seqsta-s,seqstas-s,ompsta-s,ompstas-s,ompnai-s,ompnais-s,ompdel-s,ompdels-s,ompfro-s,ompfros-s,seqsta-m,seqstas-m,ompsta-m,ompstas-m,ompnai-m,ompnais-m,ompdel-m,ompdels-m,ompfro-m,ompfros-m
com-LiveJournal,4.00E+06,6.94E+07,0.00E+00,6.94E+04,6.94E+04,1.00E-03,1,1,1,1,1,1,1,1,1,1,1,0.6075669712,0.0004529158,0.6075669712,0.0004529158,0.5355940732,0.477127559,0.5370570406,0.4784017786,0.5439547882,0.484117899
com-LiveJournal,4.00E+06,6.94E+07,0.00E+00,6.94E+04,6.94E+04,1.00E-03,2,1,1,0.9642482843,0.9194200526,1.363499311,1.332482717,1.274755806,1.272748311,1.30075188,1.374488404,0.6075669712,0.0004529158,0.6334843774,0.1136781092,0.5352085222,0.4769525446,0.5368021764,0.4782681092,0.5435527556,0.4839120104
com-LiveJournal,4.00E+06,6.94E+07,0.00E+00,6.94E+04,6.94E+04,1.00E-03,4,1,1,1.372479669,1.139372608,2.109630123,2.106425114,1.873062448,1.836204594,1.662462462,2.047764228,0.6075669712,0.0004529158,0.6546582686,0.1714823522,0.5351324814,0.4769020628,0.5367518996,0.4782318252,0.543589678,0.483952324
com-LiveJournal,4.00E+06,6.94E+07,0.00E+00,6.94E+04,6.94E+04,1.00E-03,8,1,1,1.88840335,1.838384089,3.125802311,2.985653394,3.195559909,2.968692648,2.469223907,2.141339001,0.6075669712,0.0004529158,0.661830388,0.2174484818,0.5350617982,0.4768037224,0.5366863344,0.4781554122,0.5435683696,0.4839566976
com-LiveJournal,4.00E+06,6.94E+07,0.00E+00,6.94E+04,6.94E+04,1.00E-03,16,1,1,2.74264971,2.927186575,5.619563288,5.407456223,5.857570317,5.651253596,2.913684211,3.06231003,0.6075669712,0.0004529158,0.6232923078,0.2529617712,0.5349062296,0.4767088924,0.5365753792,0.4780968088,0.5435264948,0.4839186176
com-LiveJournal,4.00E+06,6.94E+07,0.00E+00,6.94E+04,6.94E+04,1.00E-03,32,1,1,3.953494819,3.176815942,7.562111801,7.388474402,7.139314369,7.74401577,2.398613518,4.477777778,0.6075669712,0.0004529158,0.5175392306,0.4799633906,0.5346183942,0.4765777966,0.5363265116,0.4779667032,0.543454915,0.4839497148
com-LiveJournal,4.00E+06,6.94E+07,0.00E+00,6.94E+04,6.94E+04,1.00E-03,64,1,1,4.317514381,4.129400624,10.10051053,9.738555443,11.2033575,10.09508076,4.143712575,3.516579407,0.6075669712,0.0004529158,0.5546832776,0.5043816378,0.5341636544,0.4763509404,0.5360237216,0.4777686252,0.5434476212,0.483832138
com-LiveJournal,4.00E+06,6.94E+07,0.00E+00,6.94E+04,6.94E+04,1.00E-03,128,1,1,4.056102677,3.582592306,11.96786389,10.72805379,11.21191294,11.20578647,2.49594229,1.893796992,0.6075669712,0.0004529158,0.6463708076,0.5605090284,0.5348203926,0.4767429106,0.5364903256,0.478067142,0.5435015708,0.4838919832
