graph,order,size,batch_deletions_size,batch_insertions_size,batch_size,batch_fraction,num_threads,seqsta-s,seqstas-s,ompsta-s,ompstas-s,ompnai-s,ompnais-s,ompdel-s,ompdels-s,ompfro-s,ompfros-s,seqsta-m,seqstas-m,ompsta-m,ompstas-m,ompnai-m,ompnais-m,ompdel-m,ompdels-m,ompfro-m,ompfros-m
indochina-2004,7.41E+06,3.41E+08,0.00E+00,3.41E+05,3.41E+05,1.00E-03,1,1,1,1,1,1,1,1,1,1,1,0.9199866816,0.9145749942,0.9199866816,0.9145749942,0.916080424,0.9139407222,0.9157817404,0.9136299644,0.9149009056,0.9126615696
indochina-2004,7.41E+06,3.41E+08,0.00E+00,3.41E+05,3.41E+05,1.00E-03,2,1,1,1.695691574,1.655616703,1.675853229,1.615505698,1.676823316,1.56821128,1.72406024,1.757440116,0.9199866816,0.9145749942,0.920099953,0.914804892,0.9160801206,0.913939419,0.9157816014,0.9136288794,0.9149008174,0.9126609776
indochina-2004,7.41E+06,3.41E+08,0.00E+00,3.41E+05,3.41E+05,1.00E-03,4,1,1,2.59234384,2.610088702,2.368126536,2.602743151,2.491177791,2.457697738,2.89794698,3.168375136,0.9199866816,0.9145749942,0.920283462,0.9148049076,0.916081113,0.9139397612,0.9157822002,0.9136292604,0.9149060822,0.9126599164
indochina-2004,7.41E+06,3.41E+08,0.00E+00,3.41E+05,3.41E+05,1.00E-03,8,1,1,3.635744707,3.614019816,3.396409352,3.292472438,3.369151023,3.302364318,3.896810507,3.899865772,0.9199866816,0.9145749942,0.920614764,0.9160108554,0.9160668012,0.9139383718,0.9157680514,0.9136285266,0.9149225186,0.9126601236
indochina-2004,7.41E+06,3.41E+08,0.00E+00,3.41E+05,3.41E+05,1.00E-03,16,1,1,4.899497277,4.906338633,4.720982719,4.473235114,4.467029905,4.580541651,9.052926526,6.213430282,0.9199866816,0.9145749942,0.9206720716,0.9162634386,0.9160683104,0.9139378142,0.915769511,0.9136276126,0.9149224642,0.91266097
indochina-2004,7.41E+06,3.41E+08,0.00E+00,3.41E+05,3.41E+05,1.00E-03,32,1,1,5.16956195,5.435396334,5.093078261,5.009900309,4.759036939,5.23807427,13.28976234,13.13471971,0.9199866816,0.9145749942,0.9156253782,0.9168333356,0.9160641006,0.9139391864,0.9157677464,0.913627917,0.9149068176,0.912658976
indochina-2004,7.41E+06,3.41E+08,0.00E+00,3.41E+05,3.41E+05,1.00E-03,64,1,1,5.428094034,5.654664322,5.178455227,5.153759106,5.114994683,5.128547819,11.89770867,12.39505119,0.9199866816,0.9145749942,0.9157144508,0.9128660284,0.9160684686,0.913938376,0.9157719118,0.9136278808,0.9149120084,0.912658608
indochina-2004,7.41E+06,3.41E+08,0.00E+00,3.41E+05,3.41E+05,1.00E-03,128,1,1,5.240327098,5.367298968,5.030438367,4.773599738,4.93279092,4.958938373,7.027066216,9.704074816,0.9199866816,0.9145749942,0.9161451228,0.9135549808,0.9160596626,0.913937281,0.9157641856,0.9136271042,0.9149119858,0.9126609236
