indochina-2004,748.7,15,5,0.948874049
arabic-2005,1434.8,17,5,0.989714492
uk-2005,4399.8,18,5,0.982073436
webbase-2001,4988.1,47,4,0.983086699
it-2004,2813.7,17,6,0.977547731
sk-2005,6238.2,15,5,0.97544484
com-LiveJournal,1245.9,24,4,0.726319286
com-Orkut,2822.1,6,3,0.663671393
asia\\_osm,623.5,62,10,0.99875462
europe\\_osm,2845.1,69,10,0.99893073
kmer\\_A2a,18843.5,158,10,0.973087871
kmer\\_V1r,22325.2,151,10,0.947564894
