graph,batch_deletions_fraction,batch_insertions_fraction,batch_fraction,lousta-t,lounai-t,loudel-t,loufro-t,lousta-m,lounai-m,loudel-m,loufro-m
all,0.00000005,0.00000005,0.0000001,3836.922458,3967.497935,197.5421071,74.25591525,0.9063796452,0.905135476,0.9069914778,0.9066968698
all,0.0000005,0.0000005,0.000001,3883.806743,3823.101475,261.2954977,78.65277263,0.9059161223,0.9056536196,0.9070157636,0.9066966502
all,0.000005,0.000005,0.00001,3901.758365,3915.971882,279.9790001,106.5252165,0.9062335681,0.9059198453,0.9069123809,0.906649005
all,0.00005,0.00005,0.0001,3810.760057,3875.327008,286.1361568,135.7410108,0.9070060061,0.9071162026,0.9068672232,0.9066225673
all,0.0005,0.0005,0.001,3687.959622,3790.771669,329.2094968,166.2368501,0.9043489715,0.9042762004,0.9064651314,0.9062793158
all,0.005,0.005,0.01,3852.764664,3975.507995,661.6778771,436.64907,0.9006646388,0.9002575598,0.9033461973,0.9028237484
all,0.05,0.05,0.1,5990.349975,5669.206067,1591.159371,840.3895928,0.8687231294,0.8704155013,0.8653924946,0.8651799838
