graph,batch_deletions_fraction,batch_insertions_fraction,batch_fraction,lousta-t,lounai-t,loudel-t,loufro-t,lousta-m,lounai-m,loudel-m,loufro-m
all,0,0.0000001,0.0000001,3180.509861,544.7076109,206.8781684,138.629886,0.9337747073,0.9341466464,0.9336493745,0.9333332027
all,0,0.000001,0.000001,3105.409486,526.5155245,265.1546625,130.2392637,0.9340529344,0.9341461081,0.9340540143,0.9333327832
all,0,0.00001,0.00001,3089.718672,521.8596896,338.1036325,136.1818217,0.9337719596,0.9341420391,0.9341295662,0.9333293137
all,0,0.0001,0.0001,3094.054564,524.8767538,376.4944812,140.3580673,0.9338473234,0.9340984556,0.9340971784,0.9333157917
all,0,0.001,0.001,3190.016878,533.9992266,404.3923836,171.8748965,0.9335886701,0.9336613468,0.9336619972,0.9329900696
all,0,0.01,0.01,3697.748298,578.0663397,572.3710255,316.6354857,0.9285252382,0.9293262614,0.9293272767,0.9288189392
all,0,0.1,0.1,7033.750684,718.3151459,1605.583623,1012.923328,0.8844524982,0.8885484095,0.8885268356,0.8883070811
