graph,batch_deletions_fraction,batch_insertions_fraction,batch_fraction,raksta-t,raknai-t,rakdel-t,rakfro-t,raksta-m,raknai-m,rakdel-m,rakfro-m
it-2004,0.00000005,0.00000005,0.0000001,1323.9,439.62,116.6,9.16,0.9322448646,0.9341686808,0.9319887808,0.9319610504
it-2004,0.0000005,0.0000005,0.000001,1439.92,460,235.28,19.76,0.9316334294,0.934168031,0.932170238,0.931961049
it-2004,0.000005,0.000005,0.00001,1419.7,468.66,420.06,59.78,0.9319774442,0.9341640344,0.9327412612,0.931966399
it-2004,0.00005,0.00005,0.0001,1302.6,416.96,453.3,99.48,0.93185929,0.9341249464,0.933624385,0.9320136522
it-2004,0.0005,0.0005,0.001,1294.54,405.36,550.6,162.72,0.9318611856,0.933721575,0.9335834276,0.9320526964
it-2004,0.005,0.005,0.01,1476.12,502.76,1129.42,439.98,0.9287789104,0.9298069092,0.9297966074,0.9290315944
it-2004,0.05,0.05,0.1,4596.26,1857.38,3780.64,2141.66,0.8932080216,0.893741742,0.893739199,0.8937193412
